"ARS-Land","ARS-RB","ARS-Kreis","ARS-VB","ARS-Gem","Gemeindename","Postleitzahl","Laengengrad","Breitengrad","﻿NinaAPICode","Bundesland"
1,0,61,5179,25,"Ecklak",25572,"9.262447","53.953148",10615000000,"SH"
1,0,61,5179,60,"Kudensee",25572,"9.212866","53.930105",10615000000,"SH"
1,0,61,5179,62,"Landrecht",25554,"9.39178","53.924719",10615000000,"SH"
1,0,61,5179,63,"Landscheide",25572,"9.251644","53.922001",10615000000,"SH"
1,0,61,5179,77,"Nortorf",25554,"9.290542","53.926535",10615000000,"SH"
1,0,61,5179,95,"Sankt Margarethen",25572,"9.256234","53.889309",10615000000,"SH"
1,0,61,5179,102,"Stördorf",25554,"9.427765","53.917182",10615000000,"SH"
1,0,61,5179,110,"Wewelsfleth",25599,"9.399714","53.842946",10615000000,"SH"
1,0,61,5179,119,"Neuendorf-Sachsenbande",25554,"9.327107","53.961336",10615000000,"SH"
1,0,61,5189,19,"Brokstedt",24616,"9.821297","53.990426",10615000000,"SH"
1,0,61,5189,28,"Fitzbek",25579,"9.768919","54.002409",10615000000,"SH"
1,0,61,5189,36,"Hennstedt",25581,"9.718676","54.030506",10615000000,"SH"
1,0,61,5189,38,"Hingstheide",25563,"9.753551","53.907649",10615000000,"SH"
1,0,61,5189,42,"Hohenlockstedt",25551,"9.617875","53.964541",10615000000,"SH"
1,0,61,5189,49,"Kellinghusen, Stadt",25548,"9.71403","53.950291",10615000000,"SH"
1,0,61,5189,64,"Lockstedt",25551,"9.686478","54.004046",10615000000,"SH"
1,0,61,5189,71,"Mühlenbarbek",25548,"9.668168","53.958662",10615000000,"SH"
1,0,61,5189,80,"Oeschebüttel",25548,"9.72044","53.99272",10615000000,"SH"
1,0,61,5189,86,"Poyenberg",25581,"9.691984","54.041555",10615000000,"SH"
1,0,61,5189,88,"Quarnstedt",25563,"9.784677","53.953878",10615000000,"SH"
1,0,61,5189,89,"Rade",25579,"9.741775","54.000918",10615000000,"SH"
1,0,61,5189,93,"Rosdorf",25548,"9.723729","53.97689",10615000000,"SH"
1,0,61,5189,96,"Sarlhusen",24616,"9.792793","54.023134",10615000000,"SH"
1,0,61,5189,103,"Störkathen",25548,"9.756946","53.98103",10615000000,"SH"
1,0,61,5189,111,"Wiedenborstel",24613,"9.761351","54.04215",10615000000,"SH"
1,0,61,5189,112,"Willenscharen",24616,"9.80818","54.010043",10615000000,"SH"
1,0,61,5189,116,"Wrist",25563,"9.7507","53.930952",10615000000,"SH"
1,0,61,5189,117,"Wulfsmoor",25563,"9.724143","53.911925",10615000000,"SH"
1,0,62,1,1,"Ahrensburg, Stadt",22926,"10.239705","53.67575",10620000000,"SH"
1,0,62,4,4,"Bad Oldesloe, Stadt",23843,"10.373196","53.810046",10620000000,"SH"
1,0,62,6,6,"Bargteheide, Stadt",22941,"10.261922","53.730088",10620000000,"SH"
1,0,62,9,9,"Barsbüttel",22885,"10.169264","53.569015",10620000000,"SH"
1,0,62,18,18,"Glinde, Stadt",21509,"10.211314","53.540087",10620000000,"SH"
1,0,62,23,23,"Großhansdorf",22927,"10.285038","53.662547",10620000000,"SH"
1,0,62,53,53,"Oststeinbek",22113,"10.164668","53.542137",10620000000,"SH"
1,0,62,60,60,"Reinbek, Stadt",21465,"10.251748","53.509793",10620000000,"SH"
1,0,62,61,61,"Reinfeld (Holstein), Stadt",23858,"10.488565","53.8315",10620000000,"SH"
1,0,62,76,76,"Tangstedt",22889,"10.086868","53.73311",10620000000,"SH"
1,0,62,90,90,"Ammersbek",22949,"10.167763","53.691174",10620000000,"SH"
1,0,62,5207,19,"Grabau",23845,"10.274484","53.804138",10625000000,"SH"
1,0,62,5207,46,"Meddewade",23847,"10.440757","53.810258",10625000000,"SH"
1,0,62,5207,50,"Neritz",23843,"10.29061","53.787753",10625000000,"SH"
1,0,62,5207,56,"Pölitz",23847,"10.381723","53.772565",10625000000,"SH"
1,0,62,5207,62,"Rethwisch",23847,"10.442751","53.782724",10625000000,"SH"
1,0,62,5207,65,"Rümpel",23843,"10.351796","53.782963",10625000000,"SH"
1,0,62,5207,89,"Lasbek",23847,"10.361146","53.733328",10625000000,"SH"
1,0,62,5207,91,"Steinburg",22964,"10.384291","53.707908",10625000000,"SH"
1,0,62,5207,92,"Travenbrück",23843,"10.297703","53.838235",10625000000,"SH"
1,0,62,5218,5,"Bargfeld-Stegen",23863,"10.186613","53.766521",10625000000,"SH"
1,0,62,5218,14,"Delingsdorf",22941,"10.252309","53.706655",10625000000,"SH"
1,0,62,5218,16,"Elmenhorst",23869,"10.263561","53.765182",10625000000,"SH"
1,0,62,5218,27,"Hammoor",22941,"10.322497","53.713776",10625000000,"SH"
1,0,62,5218,36,"Jersbek",22941,"10.22162","53.741287",10625000000,"SH"
1,0,62,5218,51,"Nienwohld",23863,"10.193688","53.786824",10625000000,"SH"
1,0,62,5218,78,"Todendorf",22965,"10.348958","53.694794",10625000000,"SH"
1,0,62,5218,81,"Tremsbüttel",22967,"10.310209","53.742856",10625000000,"SH"
1,0,62,5244,3,"Badendorf",23619,"10.583066","53.869606",10625000000,"SH"
1,0,62,5244,8,"Barnitz",23858,"10.500288","53.805978",10625000000,"SH"
1,0,62,5244,25,"Hamberge",23619,"10.582459","53.838372",10625000000,"SH"
1,0,62,5244,31,"Heidekamp",23858,"10.501018","53.854309",10625000000,"SH"
1,0,62,5244,32,"Heilshoop",23619,"10.530579","53.887659",10625000000,"SH"
1,0,62,5244,39,"Klein Wesenberg",23860,"10.545462","53.811108",10625000000,"SH"
1,0,62,5244,48,"Mönkhagen",23619,"10.560928","53.901066",10625000000,"SH"
1,0,62,5244,59,"Rehhorst",23619,"10.469489","53.876682",10625000000,"SH"
1,0,62,5244,83,"Westerau",23847,"10.489307","53.77882",10625000000,"SH"
1,0,62,5244,87,"Zarpen",23619,"10.518179","53.870262",10625000000,"SH"
1,0,62,5244,93,"Feldhorst",23858,"10.419596","53.860382",10625000000,"SH"
1,0,62,5244,94,"Wesenberg",23858,"10.511206","53.826999",10625000000,"SH"
1,0,62,5262,11,"Braak",22145,"10.244579","53.610248",10625000000,"SH"
1,0,62,5262,35,"Hoisdorf",22955,"10.309948","53.660162",10625000000,"SH"
1,0,62,5262,69,"Siek",22962,"10.297782","53.635029",10625000000,"SH"
1,0,62,5262,71,"Stapelfeld",22145,"10.220756","53.606585",10625000000,"SH"
1,0,62,5262,88,"Brunsbek",22946,"10.291266","53.587558",10625000000,"SH"
1,0,62,5270,20,"Grande",22946,"10.386682","53.58",10625000000,"SH"
1,0,62,5270,21,"Grönwohld",22956,"10.408036","53.642627",10625000000,"SH"
1,0,62,5270,22,"Großensee",22946,"10.34108","53.614238",10625000000,"SH"
1,0,62,5270,26,"Hamfelde",22929,"10.449254","53.604796",10625000000,"SH"
1,0,62,5270,33,"Hohenfelde",22946,"10.473458","53.630603",10625000000,"SH"
1,0,62,5270,40,"Köthel",22929,"10.507479","53.609479",10625000000,"SH"
1,0,62,5270,45,"Lütjensee",22952,"10.364742","53.648967",10625000000,"SH"
1,0,62,5270,58,"Rausdorf",22929,"10.330585","53.589038",10625000000,"SH"
1,0,62,5270,82,"Trittau",22946,"10.407017","53.609857",10625000000,"SH"
1,0,62,5270,86,"Witzhave",22969,"10.337873","53.567605",10625000000,"SH"
2,0,0,0,0,"Hamburg, Freie und Hansestadt",20095,"9.99697","53.550678",20000000000,"HH"
3,1,1,0,0,"Braunschweig, Stadt",38100,"10.520525","52.26249",31010000000,"NI"
3,1,2,0,0,"Salzgitter, Stadt",38226,"10.329208","52.153574",31020000000,"NI"
3,1,3,0,0,"Wolfsburg, Stadt",38440,"10.784975","52.421938",31030000000,"NI"
3,1,51,9,9,"Gifhorn, Stadt",38518,"10.54687","52.484369",31510000000,"NI"
3,1,51,25,25,"Sassenburg",38524,"10.628875","52.509875",31510000000,"NI"
3,1,51,40,40,"Wittingen, Stadt",29378,"10.740212","52.72877",31510000000,"NI"
3,1,51,5401,2,"Barwedel",38476,"10.777346","52.522997",31515000000,"NI"
3,1,51,5401,4,"Bokensdorf",38556,"10.716047","52.501433",31515000000,"NI"
3,1,51,5401,14,"Jembke",38477,"10.761218","52.497889",31515000000,"NI"
3,1,51,5401,20,"Osloß",38557,"10.680239","52.46936",31515000000,"NI"
3,1,51,5401,30,"Tappenbeck",38479,"10.74338","52.47459",31515000000,"NI"
3,1,51,5401,39,"Weyhausen",38554,"10.715933","52.463114",31515000000,"NI"
3,1,51,5402,3,"Bergfeld",38467,"10.845843","52.546012",31515000000,"NI"
3,1,51,5402,5,"Brome, Flecken",38465,"10.942137","52.601479",31515000000,"NI"
3,1,51,5402,8,"Ehra-Lessien",38468,"10.787547","52.568791",31515000000,"NI"
3,1,51,5402,21,"Parsau",38470,"10.891588","52.536259",31515000000,"NI"
3,1,51,5402,24,"Rühen",38471,"10.885271","52.485839",31515000000,"NI"
3,1,51,5402,31,"Tiddische",38473,"10.80446","52.516745",31515000000,"NI"
3,1,51,5402,32,"Tülau",38474,"10.877466","52.577302",31515000000,"NI"
3,1,51,5403,7,"Dedelstorf",29386,"10.504885","52.701001",31515000000,"NI"
3,1,51,5403,11,"Hankensbüttel",29386,"10.603682","52.730863",31515000000,"NI"
3,1,51,5403,19,"Obernholz",29386,"10.581937","52.7545",31515000000,"NI"
3,1,51,5403,28,"Sprakensehl",29365,"10.494115","52.767053",31515000000,"NI"
3,1,51,5403,29,"Steinhorst",29367,"10.404833","52.689985",31515000000,"NI"
3,1,51,5404,6,"Calberlah",38547,"10.623002","52.421337",31515000000,"NI"
3,1,51,5404,13,"Isenbüttel",38550,"10.578957","52.434993",31515000000,"NI"
3,1,51,5404,22,"Ribbesbüttel",38551,"10.506401","52.434224",31515000000,"NI"
3,1,51,5404,37,"Wasbüttel",38553,"10.592713","52.413252",31515000000,"NI"
3,1,51,5405,12,"Hillerse",38543,"10.404067","52.413097",31515000000,"NI"
3,1,51,5405,15,"Leiferde",38542,"10.43621","52.437822",31515000000,"NI"
3,1,51,5405,17,"Meinersen",38536,"10.362138","52.475153",31515000000,"NI"
3,1,51,5405,18,"Müden (Aller)",38539,"10.362484","52.525594",31515000000,"NI"
3,1,51,5406,1,"Adenbüttel",38528,"10.450974","52.379328",31515000000,"NI"
3,1,51,5406,16,"Meine",38527,"10.545222","52.381857",31515000000,"NI"
3,1,51,5406,23,"Rötgesbüttel",38531,"10.532239","52.415253",31515000000,"NI"
3,1,51,5406,27,"Schwülper",38179,"10.432776","52.353364",31515000000,"NI"
3,1,51,5406,34,"Vordorf",38533,"10.522861","52.368373",31515000000,"NI"
3,1,51,5406,41,"Didderse",38530,"10.402871","52.381017",31515000000,"NI"
3,1,51,5407,10,"Groß Oesingen",29393,"10.462138","52.648088",31515000000,"NI"
3,1,51,5407,26,"Schönewörde",29396,"10.62824","52.633108",31515000000,"NI"
3,1,51,5407,33,"Ummern",29369,"10.432493","52.591083",31515000000,"NI"
3,1,51,5407,35,"Wagenhoff",38559,"10.523958","52.551739",31515000000,"NI"
3,1,51,5407,36,"Wahrenholz",29399,"10.603296","52.615669",31515000000,"NI"
3,1,51,5407,38,"Wesendorf",29392,"10.534582","52.592922",31515000000,"NI"
3,1,53,2,2,"Bad Harzburg, Stadt",38667,"10.560048","51.880275",31530000000,"NI"
3,1,53,8,8,"Liebenburg",38704,"10.432161","52.020145",31530000000,"NI"
3,1,53,12,12,"Seesen, Stadt",38723,"10.176074","51.890957",31530000000,"NI"
3,1,53,16,16,"Braunlage, Stadt",38700,"10.610704","51.728022",31530000000,"NI"
3,1,53,17,17,"Goslar, Stadt",38640,"10.429312","51.906508",31530000000,"NI"
3,1,53,18,18,"Clausthal-Zellerfeld, Berg- und Universitätsstadt",38678,"10.333189","51.803755",31530000000,"NI"
3,1,53,19,19,"Langelsheim, Stadt",38685,"10.335897","51.938286",31530000000,"NI"
3,1,54,13,13,"Königslutter am Elm, Stadt",38154,"10.816117","52.252332",31540000000,"NI"
3,1,54,14,14,"Lehre",38165,"10.668492","52.329029",31540000000,"NI"
3,1,54,19,19,"Schöningen, Stadt",38364,"10.967701","52.141775",31540000000,"NI"
3,1,54,28,28,"Helmstedt, Stadt",38350,"11.010462","52.227571",31540000000,"NI"
3,1,54,5401,8,"Grasleben",38368,"11.013922","52.306136",31545000000,"NI"
3,1,54,5401,15,"Mariental",38368,"10.98211","52.277065",31545000000,"NI"
3,1,54,5401,16,"Querenhorst",38368,"10.961857","52.336909",31545000000,"NI"
3,1,54,5401,18,"Rennau",38368,"10.911285","52.296009",31545000000,"NI"
3,1,54,5402,2,"Beierstedt",38382,"10.858806","52.073819",31545000000,"NI"
3,1,54,5402,6,"Gevensleben",38384,"10.822148","52.07727",31545000000,"NI"
3,1,54,5402,12,"Jerxheim",38381,"10.898594","52.083452",31545000000,"NI"
3,1,54,5402,27,"Söllingen",38387,"10.924517","52.092043",31545000000,"NI"
3,1,54,5403,5,"Frellstedt",38373,"10.915667","52.205617",31545000000,"NI"
3,1,54,5403,17,"Räbke",38375,"10.878602","52.194636",31545000000,"NI"
3,1,54,5403,21,"Süpplingen",38373,"10.905049","52.227235",31545000000,"NI"
3,1,54,5403,22,"Süpplingenburg",38376,"10.908192","52.250906",31545000000,"NI"
3,1,54,5403,25,"Warberg",38378,"10.92011","52.182049",31545000000,"NI"
3,1,54,5403,26,"Wolsdorf",38379,"10.941747","52.190723",31545000000,"NI"
3,1,54,5404,1,"Bahrdorf",38459,"11.004207","52.387587",31545000000,"NI"
3,1,54,5404,4,"Danndorf",38461,"10.912017","52.424783",31545000000,"NI"
3,1,54,5404,7,"Grafhorst",38462,"10.945085","52.444849",31545000000,"NI"
3,1,54,5404,9,"Groß Twülpstedt",38464,"10.919959","52.373685",31545000000,"NI"
3,1,54,5404,24,"Velpke",38458,"10.934106","52.408394",31545000000,"NI"
3,1,55,1,1,"Bad Gandersheim, Stadt",37581,"10.024463","51.870567",31550000000,"NI"
3,1,55,2,2,"Bodenfelde, Flecken",37194,"9.553109","51.639951",31550000000,"NI"
3,1,55,3,3,"Dassel, Stadt",37586,"9.687833","51.803",31550000000,"NI"
3,1,55,5,5,"Hardegsen, Stadt",37181,"9.829689","51.650579",31550000000,"NI"
3,1,55,6,6,"Kalefeld",37589,"10.034411","51.795915",31550000000,"NI"
3,1,55,7,7,"Katlenburg-Lindau",37191,"10.099285","51.682775",31550000000,"NI"
3,1,55,9,9,"Moringen, Stadt",37186,"9.871075","51.697192",31550000000,"NI"
3,1,55,10,10,"Nörten-Hardenberg, Flecken",37176,"9.935241","51.625491",31550000000,"NI"
3,1,55,11,11,"Northeim, Stadt",37154,"10.000406","51.705681",31550000000,"NI"
3,1,55,12,12,"Uslar, Stadt",37170,"9.635001","51.660912",31550000000,"NI"
3,1,55,13,13,"Einbeck, Stadt",37574,"9.86606","51.816626",31550000000,"NI"
3,1,57,1,1,"Edemissen",31234,"10.263529","52.38746",31570000000,"NI"
3,1,57,2,2,"Hohenhameln",31249,"10.062749","52.258403",31570000000,"NI"
3,1,57,5,5,"Lengede",38268,"10.306207","52.204873",31570000000,"NI"
3,1,57,6,6,"Peine, Stadt",31224,"10.227076","52.321764",31570000000,"NI"
3,1,57,7,7,"Vechelde",38159,"10.373038","52.260798",31570000000,"NI"
3,1,57,8,8,"Wendeburg",38176,"10.385712","52.326393",31570000000,"NI"
3,1,57,9,9,"Ilsede",31241,"10.221491","52.263896",31570000000,"NI"
3,1,58,6,6,"Cremlingen",38162,"10.65512","52.248443",31580000000,"NI"
3,1,58,37,37,"Wolfenbüttel, Stadt",38300,"10.536202","52.163491",31580000000,"NI"
3,1,58,39,39,"Schladen-Werla",38315,"10.540154","52.022227",31580000000,"NI"
3,1,58,5402,2,"Baddeckenstedt",38271,"10.231504","52.083951",31585000000,"NI"
3,1,58,5402,4,"Burgdorf",38272,"10.219001","52.14603",31585000000,"NI"
3,1,58,5402,11,"Elbe",38274,"10.268819","52.087474",31585000000,"NI"
3,1,58,5402,16,"Haverlah",38275,"10.328568","52.052342",31585000000,"NI"
3,1,58,5402,18,"Heere",38277,"10.249768","52.065605",31585000000,"NI"
3,1,58,5402,28,"Sehlde",38279,"10.262343","52.038745",31585000000,"NI"
3,1,58,5403,5,"Cramme",38312,"10.44596","52.113068",31585000000,"NI"
3,1,58,5403,10,"Dorstadt",38312,"10.561876","52.094949",31585000000,"NI"
3,1,58,5403,14,"Flöthe",38312,"10.471279","52.087325",31585000000,"NI"
3,1,58,5403,19,"Heiningen",38312,"10.554777","52.070091",31585000000,"NI"
3,1,58,5403,23,"Ohrum",38312,"10.563531","52.119288",31585000000,"NI"
3,1,58,5403,38,"Börßum",38312,"10.582434","52.069203",31585000000,"NI"
3,1,58,5406,9,"Dettum",38173,"10.669944","52.173042",31585000000,"NI"
3,1,58,5406,12,"Erkerode",38173,"10.707679","52.203267",31585000000,"NI"
3,1,58,5406,13,"Evessen",38173,"10.71125","52.188334",31585000000,"NI"
3,1,58,5406,30,"Sickte",38173,"10.634127","52.21405",31585000000,"NI"
3,1,58,5406,33,"Veltheim (Ohe)",38173,"10.682838","52.218112",31585000000,"NI"
3,1,58,5407,7,"Dahlum",38170,"10.8491","52.140229",31585000000,"NI"
3,1,58,5407,8,"Denkte",38321,"10.606858","52.145728",31585000000,"NI"
3,1,58,5407,17,"Hedeper",38322,"10.680737","52.066225",31585000000,"NI"
3,1,58,5407,21,"Kissenbrück",38324,"10.59517","52.108086",31585000000,"NI"
3,1,58,5407,22,"Kneitlingen",38170,"10.760789","52.174777",31585000000,"NI"
3,1,58,5407,25,"Roklum",38325,"10.739548","52.065366",31585000000,"NI"
3,1,58,5407,27,"Schöppenstedt, Stadt",38170,"10.77471","52.144545",31585000000,"NI"
3,1,58,5407,31,"Uehrde",38170,"10.766094","52.10011",31585000000,"NI"
3,1,58,5407,32,"Vahlberg",38170,"10.69808","52.13739",31585000000,"NI"
3,1,58,5407,35,"Winnigstedt",38170,"10.765292","52.065285",31585000000,"NI"
3,1,58,5407,36,"Wittmar",38329,"10.640957","52.131201",31585000000,"NI"
3,1,58,5407,40,"Remlingen-Semmenstedt",38319,"10.673705","52.112657",31585000000,"NI"
3,1,59,1,1,"Adelebsen, Flecken",37139,"9.753742","51.579059",31590000000,"NI"
3,1,59,2,2,"Bad Grund (Harz)",37539,"10.239461","51.809721",31590000000,"NI"
3,1,59,3,3,"Bad Lauterberg im Harz, Stadt",37431,"10.46544","51.626737",31590000000,"NI"
3,1,59,4,4,"Bad Sachsa, Stadt",37441,"10.552027","51.594452",31590000000,"NI"
3,1,59,7,7,"Bovenden, Flecken",37120,"9.921447","51.586919",31590000000,"NI"
3,1,59,10,10,"Duderstadt, Stadt",37115,"10.26116","51.512396",31590000000,"NI"
3,1,59,13,13,"Friedland",37133,"9.913521","51.419791",31590000000,"NI"
3,1,59,15,15,"Gleichen",37130,"9.980599","51.46877",31590000000,"NI"
3,1,59,16,16,"Göttingen, Stadt",37083,"9.935418","51.533337",31590000000,"NI"
3,1,59,17,17,"Hann. Münden, Stadt",34346,"9.654832","51.415826",31590000000,"NI"
3,1,59,19,19,"Herzberg am Harz, Stadt",37412,"10.340023","51.65664",31590000000,"NI"
3,1,59,26,26,"Osterode am Harz, Stadt",37520,"10.248155","51.728407",31590000000,"NI"
3,1,59,29,29,"Rosdorf",37124,"9.896257","51.506056",31590000000,"NI"
3,1,59,34,34,"Staufenberg",34355,"9.591676","51.352828",31590000000,"NI"
3,1,59,36,36,"Walkenried",37445,"10.615065","51.584457",31590000000,"NI"
3,1,59,5401,8,"Bühren",37127,"9.677991","51.484852",31595000000,"NI"
3,1,59,5401,9,"Dransfeld, Stadt",37127,"9.76266","51.5023",31595000000,"NI"
3,1,59,5401,21,"Jühnde",37127,"9.801204","51.463704",31595000000,"NI"
3,1,59,5401,24,"Niemetal",37127,"9.729226","51.519666",31595000000,"NI"
3,1,59,5401,31,"Scheden",37127,"9.726961","51.458993",31595000000,"NI"
3,1,59,5402,5,"Bilshausen",37434,"10.158692","51.630495",31595000000,"NI"
3,1,59,5402,6,"Bodensee",37434,"10.1319","51.604298",31595000000,"NI"
3,1,59,5402,14,"Gieboldehausen, Flecken",37434,"10.214772","51.610816",31595000000,"NI"
3,1,59,5402,22,"Krebeck",37434,"10.122558","51.587922",31595000000,"NI"
3,1,59,5402,25,"Obernfeld",37434,"10.232938","51.555773",31595000000,"NI"
3,1,59,5402,27,"Rhumspringe",37434,"10.295711","51.582395",31595000000,"NI"
3,1,59,5402,28,"Rollshausen",37434,"10.216588","51.569563",31595000000,"NI"
3,1,59,5402,30,"Rüdershausen",37434,"10.26824","51.581182",31595000000,"NI"
3,1,59,5402,37,"Wollbrandshausen",37434,"10.161618","51.586754",31595000000,"NI"
3,1,59,5402,38,"Wollershausen",37434,"10.256335","51.596047",31595000000,"NI"
3,1,59,5403,12,"Elbingerode",37412,"10.275669","51.659428",31595000000,"NI"
3,1,59,5403,18,"Hattorf am Harz",37197,"10.235606","51.651267",31595000000,"NI"
3,1,59,5403,20,"Hörden am Harz",37412,"10.287111","51.668706",31595000000,"NI"
3,1,59,5403,39,"Wulften am Harz",37199,"10.176939","51.662753",31595000000,"NI"
3,1,59,5404,11,"Ebergötzen",37136,"10.101579","51.570616",31595000000,"NI"
3,1,59,5404,23,"Landolfshausen",37136,"10.104399","51.539947",31595000000,"NI"
3,1,59,5404,32,"Seeburg",37136,"10.149291","51.565172",31595000000,"NI"
3,1,59,5404,33,"Seulingen",37136,"10.160868","51.543758",31595000000,"NI"
3,1,59,5404,35,"Waake",37136,"10.056425","51.555296",31595000000,"NI"
3,2,41,1,1,"Hannover, Landeshauptstadt",30159,"9.738084","52.374551",32410000000,"NI"
3,2,41,2,2,"Barsinghausen, Stadt",30890,"9.465004","52.301868",32410000000,"NI"
3,2,41,3,3,"Burgdorf, Stadt",31303,"10.008766","52.446741",32410000000,"NI"
3,2,41,4,4,"Burgwedel, Stadt",30938,"9.856492","52.49202",32410000000,"NI"
3,2,41,5,5,"Garbsen, Stadt",30827,"9.600191","52.426344",32410000000,"NI"
3,2,41,6,6,"Gehrden, Stadt",30989,"9.59892","52.315068",32410000000,"NI"
3,2,41,7,7,"Hemmingen, Stadt",30966,"9.747743","52.32069",32410000000,"NI"
3,2,41,8,8,"Isernhagen",30916,"9.846975","52.434232",32410000000,"NI"
3,2,41,9,9,"Laatzen, Stadt",30880,"9.788174","52.314795",32410000000,"NI"
3,2,41,10,10,"Langenhagen, Stadt",30853,"9.734278","52.438469",32410000000,"NI"
3,2,41,11,11,"Lehrte, Stadt",31275,"9.976958","52.372615",32410000000,"NI"
3,2,41,12,12,"Neustadt am Rübenberge, Stadt",31535,"9.457529","52.504751",32410000000,"NI"
3,2,41,13,13,"Pattensen, Stadt",30982,"9.761472","52.26395",32410000000,"NI"
3,2,41,14,14,"Ronnenberg, Stadt",30952,"9.653235","52.319008",32410000000,"NI"
3,2,41,15,15,"Seelze, Stadt",30926,"9.589384","52.396951",32410000000,"NI"
3,2,41,16,16,"Sehnde, Stadt",31319,"9.967173","52.310452",32410000000,"NI"
3,2,41,17,17,"Springe, Stadt",31832,"9.554961","52.208899",32410000000,"NI"
3,2,41,18,18,"Uetze",31311,"10.202538","52.463947",32410000000,"NI"
3,2,41,19,19,"Wedemark",30900,"9.733449","52.545682",32410000000,"NI"
3,2,41,20,20,"Wennigsen (Deister)",30974,"9.574146","52.274405",32410000000,"NI"
3,2,41,21,21,"Wunstorf, Stadt",31515,"9.424195","52.425436",32410000000,"NI"
3,2,51,7,7,"Bassum, Stadt",27211,"8.725552","52.847957",32510000000,"NI"
3,2,51,12,12,"Diepholz, Stadt",49356,"8.370605","52.606393",32510000000,"NI"
3,2,51,37,37,"Stuhr",28816,"8.750247","53.028414",32510000000,"NI"
3,2,51,40,40,"Sulingen, Stadt",27232,"8.801224","52.682116",32510000000,"NI"
3,2,51,41,41,"Syke, Stadt",28857,"8.816336","52.914548",32510000000,"NI"
3,2,51,42,42,"Twistringen, Stadt",27239,"8.63877","52.799962",32510000000,"NI"
3,2,51,44,44,"Wagenfeld",49419,"8.590374","52.546265",32510000000,"NI"
3,2,51,47,47,"Weyhe",28844,"8.840023","52.981355",32510000000,"NI"
3,2,51,5401,9,"Brockum",49448,"8.41884","52.46665",32515000000,"NI"
3,2,51,5401,20,"Hüde",49448,"8.356987","52.49539",32515000000,"NI"
3,2,51,5401,22,"Lembruch",49459,"8.366446","52.526785",32515000000,"NI"
3,2,51,5401,23,"Lemförde, Flecken",49448,"8.377161","52.467768",32515000000,"NI"
3,2,51,5401,25,"Marl",49448,"8.364876","52.484483",32515000000,"NI"
3,2,51,5401,29,"Quernheim",49448,"8.392323","52.463247",32515000000,"NI"
3,2,51,5401,36,"Stemshorn",49448,"8.362587","52.45209",32515000000,"NI"
3,2,51,5402,5,"Barnstorf, Flecken",49406,"8.505122","52.70951",32515000000,"NI"
3,2,51,5402,13,"Drebber",49457,"8.425941","52.6497",32515000000,"NI"
3,2,51,5402,14,"Drentwede",49406,"8.573205","52.743443",32515000000,"NI"
3,2,51,5402,17,"Eydelstedt",49406,"8.548216","52.691527",32515000000,"NI"
3,2,51,5403,2,"Asendorf",27330,"9.004551","52.771317",32515000000,"NI"
3,2,51,5403,26,"Martfeld",27327,"9.067936","52.875786",32515000000,"NI"
3,2,51,5403,33,"Schwarme",27327,"9.018694","52.899657",32515000000,"NI"
3,2,51,5403,49,"Bruchhausen-Vilsen, Flecken",27305,"8.986762","52.822285",32515000000,"NI"
3,2,51,5404,3,"Bahrenborstel",27245,"8.815121","52.57221",32515000000,"NI"
3,2,51,5404,4,"Barenburg, Flecken",27245,"8.798729","52.621324",32515000000,"NI"
3,2,51,5404,18,"Freistatt",27259,"8.648938","52.623062",32515000000,"NI"
3,2,51,5404,21,"Kirchdorf",27245,"8.836015","52.594752",32515000000,"NI"
3,2,51,5404,43,"Varrel",27259,"8.730968","52.621233",32515000000,"NI"
3,2,51,5404,45,"Wehrbleck",27259,"8.692263","52.628854",32515000000,"NI"
3,2,51,5405,6,"Barver",49453,"8.593598","52.620672",32515000000,"NI"
3,2,51,5405,11,"Dickel",49453,"8.472542","52.644554",32515000000,"NI"
3,2,51,5405,19,"Hemsloh",49453,"8.509428","52.601629",32515000000,"NI"
3,2,51,5405,30,"Rehden",49453,"8.482683","52.609902",32515000000,"NI"
3,2,51,5405,46,"Wetschen",49453,"8.448796","52.612875",32515000000,"NI"
3,2,51,5406,1,"Affinghausen",27257,"8.87991","52.782963",32515000000,"NI"
3,2,51,5406,15,"Ehrenburg",27248,"8.704319","52.747949",32515000000,"NI"
3,2,51,5406,28,"Neuenkirchen",27251,"8.748262","52.774432",32515000000,"NI"
3,2,51,5406,31,"Scholen",27251,"8.769239","52.740308",32515000000,"NI"
3,2,51,5406,32,"Schwaförden",27252,"8.818783","52.737783",32515000000,"NI"
3,2,51,5406,38,"Sudwalde",27257,"8.842769","52.796913",32515000000,"NI"
3,2,51,5407,8,"Borstel",27246,"8.971999","52.669312",32515000000,"NI"
3,2,51,5407,24,"Maasen",27249,"8.885683","52.692321",32515000000,"NI"
3,2,51,5407,27,"Mellinghausen",27249,"8.897384","52.707433",32515000000,"NI"
3,2,51,5407,34,"Siedenburg, Flecken",27254,"8.940684","52.692898",32515000000,"NI"
3,2,51,5407,35,"Staffhorst",27254,"8.980126","52.721512",32515000000,"NI"
3,2,52,1,1,"Aerzen, Flecken",31855,"9.261633","52.046638",32520000000,"NI"
3,2,52,2,2,"Bad Münder am Deister, Stadt",31848,"9.463755","52.197773",32520000000,"NI"
3,2,52,3,3,"Bad Pyrmont, Stadt",31812,"9.262908","51.985504",32520000000,"NI"
